editor_name,base_form,path_texture,pseudo_path,name_nif
WHIntWoodWallKitWallGQ03,000CB90C,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitWallGQ03.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallkitwallgq03.nif,whintwoodwallkitwallgq03
WHIntWoodWallKitWallGQ04,000CB90D,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitWallGQ04.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallkitwallgq04.nif,whintwoodwallkitwallgq04
WHIntWoodWallKitWallShortGQ01,000CB90E,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitWallShortGQ01.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallkitwallshortgq01.nif,whintwoodwallkitwallshortgq01
WHIntWoodWallStoneDoorGQ01,000CB90F,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneDoorGQ01.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallstonedoorgq01.nif,whintwoodwallstonedoorgq01
WHIntWoodWallStoneGQ01,000CB910,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneGQ01.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallstonegq01.nif,whintwoodwallstonegq01
WHIntWoodWallStoneGQ02,000CB911,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneGQ02.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallstonegq02.nif,whintwoodwallstonegq02
WHIntWoodWallStoneWindowGQ04,000CB915,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneWindowGQ04.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallstonewindowgq04.nif,whintwoodwallstonewindowgq04
WHIntWoodWallWoodSupportGQ01,000CB91A,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallWoodSupportGQ01.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallwoodsupportgq01.nif,whintwoodwallwoodsupportgq01
WHIntWoodWallKitStoneDoorGQ01,000CB928,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitStoneDoorGQ01.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallkitstonedoorgq01.nif,whintwoodwallkitstonedoorgq01
WHIntWoodWallKitStoneWallGQ01,000CB929,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallKitStoneWallGQ01.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallkitstonewallgq01.nif,whintwoodwallkitstonewallgq01
WHIntWoodWallStoneWindowGQ06,000CB92D,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneWindowGQ06.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallstonewindowgq06.nif,whintwoodwallstonewindowgq06
WHIntWoodWallStoneWindowGQ05,000CB92E,Architecture\Windhelm\InteriorKits\Gray Quarter\WHIntWoodWallStoneWindowGQ05.nif,architecture/windhelm/interiorkits/gray quarter/whintwoodwallstonewindowgq05.nif,whintwoodwallstonewindowgq05
WHfireplace03,000CB93B,Architecture\Windhelm\InteriorKits\Castle\WHfireplace03.nif,architecture/windhelm/interiorkits/castle/whfireplace03.nif,whfireplace03
RockPileL04FrozenMashDirtSlope01,000CBB2A,Landscape\Rocks\RockPileL04.nif,landscape/rocks/rockpilel04.nif,rockpilel04
RockPileS01FGrassSnow01,000CBB41,Landscape\Rocks\RockPileS01.nif,landscape/rocks/rockpiles01.nif,rockpiles01
Glazed02PotteryBase03,000CBF3C,Clutter\Glazed02PotteryBase03.nif,clutter/glazed02potterybase03.nif,glazed02potterybase03
SFloorPedestal02,000CBFF6,Architecture\Solitude\Interiors\SFloorPedestal02.nif,architecture/solitude/interiors/sfloorpedestal02.nif,sfloorpedestal02
SMdCWalShelf01,000CC213,Architecture\Solitude\Interiors\SMdCWalShelf01.nif,architecture/solitude/interiors/smdcwalshelf01.nif,smdcwalshelf01
SMdRod01,000CC232,Architecture\Solitude\Clutter\SMdRod01.nif,architecture/solitude/clutter/smdrod01.nif,smdrod01
SMdShelf01,000CC233,Architecture\Solitude\Clutter\SMdShelf01.nif,architecture/solitude/clutter/smdshelf01.nif,smdshelf01
RTPlaza01,000CC51E,Architecture\Riften\RTPlaza01.nif,architecture/riften/rtplaza01.nif,rtplaza01
RTPlaza02,000CC520,Architecture\Riften\RTPlaza02.nif,architecture/riften/rtplaza02.nif,rtplaza02
RTMarketStall01,000CC523,Architecture\Riften\RTMarketStall01.nif,architecture/riften/rtmarketstall01.nif,rtmarketstall01
FarmInt2End03,000CC6E4,Architecture\Farmhouse\Interior\FarmInt2End03.nif,architecture/farmhouse/interior/farmint2end03.nif,farmint2end03
IcePileM02,000CC75E,Landscape\Ice\IcePileM02.nif,landscape/ice/icepilem02.nif,icepilem02
IcePileL01SnowRocks01,000CC75F,Landscape\Ice\IcePileL01.nif,landscape/ice/icepilel01.nif,icepilel01
IcePileL03,000CC760,Landscape\Ice\IcePileL03.nif,landscape/ice/icepilel03.nif,icepilel03
IcePileL02,000CC761,Landscape\Ice\IcePileL02.nif,landscape/ice/icepilel02.nif,icepilel02
BlackreachECliffsIsland01NS,000CC762,Dungeons\Caves\Green\Cliffs\CaveGCliffsIsland01NS.nif,dungeons/caves/green/cliffs/cavegcliffsisland01ns.nif,cavegcliffsisland01ns
RockCliff01Dirt01,000CC763,Landscape\Rocks\RockCliff01.nif,landscape/rocks/rockcliff01.nif,rockcliff01
MountainCliffSlopeCaveDirt01,000CC764,Landscape\Mountains\MountainCliffSlope.nif,landscape/mountains/mountaincliffslope.nif,mountaincliffslope
MountainCliffSm01_Blackreach,000CC765,Landscape\Mountains\MountainCliffSm01.nif,landscape/mountains/mountaincliffsm01.nif,mountaincliffsm01
RockPileS01_Dirt01,000CC766,Landscape\Rocks\RockPileS01.nif,landscape/rocks/rockpiles01.nif,rockpiles01
RockPileL01Dirt01,000CC767,Landscape\Rocks\RockPileL01.nif,landscape/rocks/rockpilel01.nif,rockpilel01
TestTeapot01,000CC79E,Effects\TestTeapot01.nif,effects/testteapot01.nif,testteapot01
ImpExtIceDoorhole01_noIce,000CC810,Dungeons\Imperial\ExteriorIce\ImpExtIceDoorhole01.nif,dungeons/imperial/exteriorice/impexticedoorhole01.nif,impexticedoorhole01
ImpExtIceWindow01_NoIce,000CC811,Dungeons\Imperial\ExteriorIce\ImpExtIceWindow01Dark.nif,dungeons/imperial/exteriorice/impexticewindow01dark.nif,impexticewindow01dark
1stPersonForswornStaff,000CC825,Weapons\Forsworn\1stPersonForswornStaff.nif,weapons/forsworn/1stpersonforswornstaff.nif,1stpersonforswornstaff
1stPersonForswornAxe,000CC828,Weapons\Forsworn\1stPersonForswornAxe.nif,weapons/forsworn/1stpersonforswornaxe.nif,1stpersonforswornaxe
TG00BrynjolfStall,000CCB57,Architecture\Riften\TG00BrynjolfStall.nif,architecture/riften/tg00brynjolfstall.nif,tg00brynjolfstall
RockPileL03Snow_LightSN,000CD0AF,Landscape\Rocks\RockPileL03.nif,landscape/rocks/rockpilel03.nif,rockpilel03
MountainTrim03FrozenMarshGrass01,000CD0B2,Landscape\Mountains\MountainTrim03.nif,landscape/mountains/mountaintrim03.nif,mountaintrim03
RockPileS04FrozenMarshGrass01,000CD0BC,Landscape\Rocks\RockPileS04.nif,landscape/rocks/rockpiles04.nif,rockpiles04
RockPileM01FrozenMarshGrass01,000CD0D9,Landscape\Rocks\RockPileM01.nif,landscape/rocks/rockpilem01.nif,rockpilem01
RockPileM01GrassSnow01,000CD0EA,Landscape\Rocks\RockPileM01.nif,landscape/rocks/rockpilem01.nif,rockpilem01
TreePineForestLogSm01_HeavySN,000CD0F1,Landscape\Trees\TreePineForestLogSm01Snow.nif,landscape/trees/treepineforestlogsm01snow.nif,treepineforestlogsm01snow
MPSSmokeBurningVol,000CD4FF,MPS\MPSSmokeBurningVol.nif,mps/mpssmokeburningvol.nif,mpssmokeburningvol
BurialCairnStatic01Snow,000CD741,Clutter\BurialCairn\BurialCairn01.nif,clutter/burialcairn/burialcairn01.nif,burialcairn01
BurialCairnStatic02Snow,000CD742,Clutter\BurialCairn\BurialCairn02.nif,clutter/burialcairn/burialcairn02.nif,burialcairn02
BurialCairnStatic03Snow,000CD743,Clutter\BurialCairn\BurialCairn03.nif,clutter/burialcairn/burialcairn03.nif,burialcairn03
Tombstone01Snow,000CD745,Clutter\Tombstones\Tombstone01.nif,clutter/tombstones/tombstone01.nif,tombstone01
StatueDibellaSnow,000CD781,Clutter\Statues\StatueDibella.nif,clutter/statues/statuedibella.nif,statuedibella
RTGraveyardFence01,000CD8B3,Architecture\Riften\RTGraveyardFence01.nif,architecture/riften/rtgraveyardfence01.nif,rtgraveyardfence01
RTGraveyardFence02,000CD8B5,Architecture\Riften\RTGraveyardFence02.nif,architecture/riften/rtgraveyardfence02.nif,rtgraveyardfence02
ImpLRoomPillar01snow,000CD98C,Dungeons\Imperial\LargeRoom\ImpLRoomPillar01.nif,dungeons/imperial/largeroom/implroompillar01.nif,implroompillar01
dunVolunruudRelicAxe,000CDDAB,Weapons\Draugr\DraugrHandAxe.nif,weapons/draugr/draugrhandaxe.nif,draugrhandaxe
dunVolunruudRelicSword,000CDDAC,Weapons\Draugr\DraugrSword.nif,weapons/draugr/draugrsword.nif,draugrsword
ImpCandelabraCandle02,000CE026,Clutter\Imperial\ImpCandelabraCandle02.nif,clutter/imperial/impcandelabracandle02.nif,impcandelabracandle02
MetalCageLongDouble01,000CE0AD,Clutter\Common\MetalCageLongDouble01.nif,clutter/common/metalcagelongdouble01.nif,metalcagelongdouble01
MetalCageLongSingle01,000CE0AE,Clutter\Common\MetalCageLongSingle01.nif,clutter/common/metalcagelongsingle01.nif,metalcagelongsingle01
BlackreachSmallMushroom02,000CE0B4,Clutter\Blackreach\BlackreachSmallMushroom02.nif,clutter/blackreach/blackreachsmallmushroom02.nif,blackreachsmallmushroom02
BlackreachSmallMushroom03,000CE0B5,Clutter\Blackreach\BlackreachSmallMushroom03.nif,clutter/blackreach/blackreachsmallmushroom03.nif,blackreachsmallmushroom03
BlackreachSmallMushroom04,000CE0B6,Clutter\Blackreach\BlackreachSmallMushroom04.nif,clutter/blackreach/blackreachsmallmushroom04.nif,blackreachsmallmushroom04
BlackreachSmallMushroom05,000CE0B7,Clutter\Blackreach\BlackreachSmallMushroom05.nif,clutter/blackreach/blackreachsmallmushroom05.nif,blackreachsmallmushroom05
BlackreachSmallMushroom01,000CE0B8,Clutter\Blackreach\BlackreachSmallMushroom01.nif,clutter/blackreach/blackreachsmallmushroom01.nif,blackreachsmallmushroom01
BlackreachTinyMushroom02,000CE0BF,Clutter\Blackreach\BlackreachTinyMushroom02.nif,clutter/blackreach/blackreachtinymushroom02.nif,blackreachtinymushroom02
BlackreachTinyMushroom01,000CE0C0,Clutter\Blackreach\BlackreachTinyMushroom01.nif,clutter/blackreach/blackreachtinymushroom01.nif,blackreachtinymushroom01
BlackreachCrystalM02,000CE0CB,Clutter\Blackreach\BlackreachCrystalM02.nif,clutter/blackreach/blackreachcrystalm02.nif,blackreachcrystalm02
BlackreachCrystalM03,000CE0CC,Clutter\Blackreach\BlackreachCrystalM03.nif,clutter/blackreach/blackreachcrystalm03.nif,blackreachcrystalm03
BlackreachCrystalM04,000CE0CD,Clutter\Blackreach\BlackreachCrystalM04.nif,clutter/blackreach/blackreachcrystalm04.nif,blackreachcrystalm04
BlackreachCrystalPileS02,000CE0CE,Clutter\Blackreach\BlackreachCrystalPileS02.nif,clutter/blackreach/blackreachcrystalpiles02.nif,blackreachcrystalpiles02
BlackreachCrystalPileS03,000CE0CF,Clutter\Blackreach\BlackreachCrystalPileS03.nif,clutter/blackreach/blackreachcrystalpiles03.nif,blackreachcrystalpiles03
BlackreachCrystalPileS04,000CE0D0,Clutter\Blackreach\BlackreachCrystalPileS04.nif,clutter/blackreach/blackreachcrystalpiles04.nif,blackreachcrystalpiles04
BlackreachCrystalS02,000CE0D1,Clutter\Blackreach\BlackreachCrystalS02.nif,clutter/blackreach/blackreachcrystals02.nif,blackreachcrystals02
BlackreachCrystalS03,000CE0D2,Clutter\Blackreach\BlackreachCrystalS03.nif,clutter/blackreach/blackreachcrystals03.nif,blackreachcrystals03
BlackreachCrystalL01,000CE0D3,Clutter\Blackreach\BlackreachCrystalL01.nif,clutter/blackreach/blackreachcrystall01.nif,blackreachcrystall01
BlackreachCrystalL02,000CE0D4,Clutter\Blackreach\BlackreachCrystalL02.nif,clutter/blackreach/blackreachcrystall02.nif,blackreachcrystall02
BlackreachCrystalL03,000CE0D5,Clutter\Blackreach\BlackreachCrystalL03.nif,clutter/blackreach/blackreachcrystall03.nif,blackreachcrystall03
BlackreachCrystalL04,000CE0D6,Clutter\Blackreach\BlackreachCrystalL04.nif,clutter/blackreach/blackreachcrystall04.nif,blackreachcrystall04
BlackreachCrystalL05,000CE0D7,Clutter\Blackreach\BlackreachCrystalL05.nif,clutter/blackreach/blackreachcrystall05.nif,blackreachcrystall05
BlackreachCrystalM01,000CE0D8,Clutter\Blackreach\BlackreachCrystalM01.nif,clutter/blackreach/blackreachcrystalm01.nif,blackreachcrystalm01
BlackreachVineFloor01,000CE0F9,Clutter\Blackreach\BlackreachVineFloor01.nif,clutter/blackreach/blackreachvinefloor01.nif,blackreachvinefloor01
ImpPillar01ice,000CE2CA,Dungeons\Imperial\ClutterKits\ImpPillar01.nif,dungeons/imperial/clutterkits/imppillar01.nif,imppillar01
WRJorrvaskrRugEndL01,000CE64D,Architecture\WhiteRun\WRClutter\WRJorrvaskrRugEndL01.nif,architecture/whiterun/wrclutter/wrjorrvaskrrugendl01.nif,wrjorrvaskrrugendl01
WRJorrvaskrRugEndR01,000CE64E,Architecture\WhiteRun\WRClutter\WRJorrvaskrRugEndR01.nif,architecture/whiterun/wrclutter/wrjorrvaskrrugendr01.nif,wrjorrvaskrrugendr01
WRJorrvaskrRugSquare01,000CE659,Architecture\WhiteRun\WRClutter\WRJorrvaskrRugSquare01.nif,architecture/whiterun/wrclutter/wrjorrvaskrrugsquare01.nif,wrjorrvaskrrugsquare01
WRDunIntWallfreeEndDoor01,000CE662,Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntWallfreeEndDoor01.nif,architecture/whiterun/wrinteriors/wrdungeon/wrdunintwallfreeenddoor01.nif,wrdunintwallfreeenddoor01
MountainTrim01WetRiverbedEdge01,000CE6AC,Landscape\Mountains\MountainTrim01Wet.nif,landscape/mountains/mountaintrim01wet.nif,mountaintrim01wet
MountainTrim02WetRiverbedEdge01,000CE6AD,Landscape\Mountains\MountainTrim02Wet.nif,landscape/mountains/mountaintrim02wet.nif,mountaintrim02wet
CommonTableThin01,000CE783,Clutter\Common\CommonTableThin01.nif,clutter/common/commontablethin01.nif,commontablethin01
CommonShelf03,000CE784,Clutter\Common\CommonShelf03.nif,clutter/common/commonshelf03.nif,commonshelf03
CommonShelf04,000CE786,Clutter\Common\CommonShelf04.nif,clutter/common/commonshelf04.nif,commonshelf04
RockCliff08RiverMud01,000CE896,Landscape\Rocks\RockCliff08.nif,landscape/rocks/rockcliff08.nif,rockcliff08
MountainTrimSlabBlackreach,000CE8D3,Landscape\Mountains\MountainTrimSlab.nif,landscape/mountains/mountaintrimslab.nif,mountaintrimslab
BlackreachEWallUp03Blackreach,000CE8D9,Dungeons\Caves\Blackreach\BlackreachEWallUp03.nif,dungeons/caves/blackreach/blackreachewallup03.nif,blackreachewallup03
BlackreachEWall03HoleBlackreach,000CE8DB,Dungeons\Caves\Blackreach\BlackreachEWall03Hole.nif,dungeons/caves/blackreach/blackreachewall03hole.nif,blackreachewall03hole
BlackreachEWall01HoleBlackreach,000CE8EA,Dungeons\Caves\Blackreach\BlackreachEWall01Hole.nif,dungeons/caves/blackreach/blackreachewall01hole.nif,blackreachewall01hole
BlackreachEWall02HoleBlackreach,000CE8EB,Dungeons\Caves\Blackreach\BlackreachEWall02Hole.nif,dungeons/caves/blackreach/blackreachewall02hole.nif,blackreachewall02hole
RockPileS02FrozenMarshDirtSlope01,000CEDF3,Landscape\Rocks\RockPileS02.nif,landscape/rocks/rockpiles02.nif,rockpiles02
1stPersonForswornBow,000CEE9C,Weapons\Forsworn\ForswornBow.nif,weapons/forsworn/forswornbow.nif,forswornbow
WallMountedElkMale_Snow,000CF264,Clutter\DeadAnimals\MountedMaleElk.nif,clutter/deadanimals/mountedmaleelk.nif,mountedmaleelk
TGWallRubbing01,000CF28A,Clutter\Quest\TGWallRubbing01.nif,clutter/quest/tgwallrubbing01.nif,tgwallrubbing01
TGWallRubbing02,000CF28C,Clutter\Quest\TGWallRubbing02.nif,clutter/quest/tgwallrubbing02.nif,tgwallrubbing02
TGWallRubbing03,000CF28E,Clutter\Quest\TGWallRubbing03.nif,clutter/quest/tgwallrubbing03.nif,tgwallrubbing03
TGWallRubbing04,000CF290,Clutter\Quest\TGWallRubbing04.nif,clutter/quest/tgwallrubbing04.nif,tgwallrubbing04
TGWallRubbing05,000CF292,Clutter\Quest\TGWallRubbing05.nif,clutter/quest/tgwallrubbing05.nif,tgwallrubbing05
TGWallRubbing06,000CF294,Clutter\Quest\TGWallRubbing06.nif,clutter/quest/tgwallrubbing06.nif,tgwallrubbing06
TGWallRubbing07,000CF296,Clutter\Quest\TGWallRubbing07.nif,clutter/quest/tgwallrubbing07.nif,tgwallrubbing07
TGWallRubbing08,000CF298,Clutter\Quest\TGWallRubbing08.nif,clutter/quest/tgwallrubbing08.nif,tgwallrubbing08
TGWallRubbing09,000CF29A,Clutter\Quest\TGWallRubbing09.nif,clutter/quest/tgwallrubbing09.nif,tgwallrubbing09
TGParchmentRubbingBlank,000CF2C3,Clutter\Quest\TGWallRubbingBlank.nif,clutter/quest/tgwallrubbingblank.nif,tgwallrubbingblank
MountainTrim01WetRiverMud01,000CF723,Landscape\Mountains\MountainTrim01Wet.nif,landscape/mountains/mountaintrim01wet.nif,mountaintrim01wet
RockPileS03FrozenMarshGrass01,000CF73B,Landscape\Rocks\RockPileS03.nif,landscape/rocks/rockpiles03.nif,rockpiles03
RockPileS01FrozenMarshGrass01,000CF73D,Landscape\Rocks\RockPileS01.nif,landscape/rocks/rockpiles01.nif,rockpiles01
HagravenFence03_HeavySN,000CF779,Clutter\Hagraven\HagravenFence03.nif,clutter/hagraven/hagravenfence03.nif,hagravenfence03
HagravenFence04_HeavySN,000CF77A,Clutter\Hagraven\HagravenFence04.nif,clutter/hagraven/hagravenfence04.nif,hagravenfence04
HagravenFence02_HeavySN,000CF77B,Clutter\Hagraven\HagravenFence02.nif,clutter/hagraven/hagravenfence02.nif,hagravenfence02
HagravenFence05_HeavySN,000CF77C,Clutter\Hagraven\HagravenFence05.nif,clutter/hagraven/hagravenfence05.nif,hagravenfence05
HagravenFence01_HeavySN,000CF77D,Clutter\Hagraven\HagravenFence01.nif,clutter/hagraven/hagravenfence01.nif,hagravenfence01
MageStatue,000D068D,Architecture\Winterhold\MageStatue.nif,architecture/winterhold/magestatue.nif,magestatue
CommonBedDouble01Static,000D06AB,Furniture\Common\CommonBedDouble01.nif,furniture/common/commonbeddouble01.nif,commonbeddouble01
WRIntCastleWallStrWin01Double,000D06CD,Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleWallStrWin01Double.nif,architecture/whiterun/wrinteriors/wrcastle/wrintcastlewallstrwin01double.nif,wrintcastlewallstrwin01double
WRIntCastleFloorWoodMid01Quad,000D06CF,Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleFloorWoodMid01Quad.nif,architecture/whiterun/wrinteriors/wrcastle/wrintcastlefloorwoodmid01quad.nif,wrintcastlefloorwoodmid01quad
WRIntCastleRoofBaseStr01Double,000D06DE,Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleRoofBaseStr01Double.nif,architecture/whiterun/wrinteriors/wrcastle/wrintcastleroofbasestr01double.nif,wrintcastleroofbasestr01double
CaveIRockPileS02_noSnow,000D0A87,Dungeons\Caves\Ice\Rocks\CaveIRockPileS02.nif,dungeons/caves/ice/rocks/caveirockpiles02.nif,caveirockpiles02
CaveIRockPileS01_noSnow,000D0A88,Dungeons\Caves\Ice\Rocks\CaveIRockPileS01.nif,dungeons/caves/ice/rocks/caveirockpiles01.nif,caveirockpiles01
CaveIBoulderL05_noSnow,000D0A9B,Dungeons\Caves\Ice\Rocks\CaveIBoulderL05.nif,dungeons/caves/ice/rocks/caveiboulderl05.nif,caveiboulderl05
CaveIBoulderL04_noSnow,000D0AD2,Dungeons\Caves\Ice\Rocks\CaveIBoulderL04.nif,dungeons/caves/ice/rocks/caveiboulderl04.nif,caveiboulderl04
CaveILRoomDoorB03_noSnow,000D0AE7,Dungeons\Caves\Ice\LargeRoom\CaveILRoomDoorB03.nif,dungeons/caves/ice/largeroom/caveilroomdoorb03.nif,caveilroomdoorb03
WHIntWoodLadder01_snow,000D0B5E,Architecture\Windhelm\InteriorKits\Wood\WHIntWoodLadder01.nif,architecture/windhelm/interiorkits/wood/whintwoodladder01.nif,whintwoodladder01
CaveILHall4Way01_Ice,000D0BB5,Dungeons\Caves\Ice\LargeHall\CaveILHall4Way01.nif,dungeons/caves/ice/largehall/caveilhall4way01.nif,caveilhall4way01
CaveILHall2Way02_Ice,000D0BB6,Dungeons\Caves\Ice\LargeHall\CaveILHall2Way02.nif,dungeons/caves/ice/largehall/caveilhall2way02.nif,caveilhall2way02
CaveILHall2Way01_Ice,000D0BB7,Dungeons\Caves\Ice\LargeHall\CaveILHall2Way01.nif,dungeons/caves/ice/largehall/caveilhall2way01.nif,caveilhall2way01
CaveILHall3Way01_Ice,000D0BB8,Dungeons\Caves\Ice\LargeHall\CaveILHall3Way01.nif,dungeons/caves/ice/largehall/caveilhall3way01.nif,caveilhall3way01
CaveILHall1Way64R01_Ice,000D0BB9,Dungeons\Caves\Ice\LargeHall\CaveILHall1Way64R01.nif,dungeons/caves/ice/largehall/caveilhall1way64r01.nif,caveilhall1way64r01
CaveILHallRamp01_Ice,000D0BBA,Dungeons\Caves\Ice\LargeHall\CaveILHallRamp01.nif,dungeons/caves/ice/largehall/caveilhallramp01.nif,caveilhallramp01
CaveILHallDoor02_Ice,000D0BBB,Dungeons\Caves\Ice\LargeHall\CaveILHallDoor02.nif,dungeons/caves/ice/largehall/caveilhalldoor02.nif,caveilhalldoor02
CaveILHall1Way128U01_Ice,000D0BBC,Dungeons\Caves\Ice\LargeHall\CaveILHall1Way128U01.nif,dungeons/caves/ice/largehall/caveilhall1way128u01.nif,caveilhall1way128u01
CaveILHall1Way128L01_Ice,000D0BBD,Dungeons\Caves\Ice\LargeHall\CaveILHall1Way128L01.nif,dungeons/caves/ice/largehall/caveilhall1way128l01.nif,caveilhall1way128l01
CaveILHall1Way128R01_Ice,000D0BBE,Dungeons\Caves\Ice\LargeHall\CaveILHall1Way128R01.nif,dungeons/caves/ice/largehall/caveilhall1way128r01.nif,caveilhall1way128r01
CaveIShaftDoorLB02_Ice,000D0BBF,Dungeons\Caves\Ice\Shaft\CaveIShaftDoorLB02.nif,dungeons/caves/ice/shaft/caveishaftdoorlb02.nif,caveishaftdoorlb02
CaveILHall1Way128D01_Ice,000D0BC1,Dungeons\Caves\Ice\LargeHall\CaveILHall1Way128D01.nif,dungeons/caves/ice/largehall/caveilhall1way128d01.nif,caveilhall1way128d01
CaveILHallDoor01_Ice,000D0BC2,Dungeons\Caves\Ice\LargeHall\CaveILHallDoor01.nif,dungeons/caves/ice/largehall/caveilhalldoor01.nif,caveilhalldoor01
CaveIShelf01_Ice,000D0BC3,Dungeons\Caves\Ice\Clutter\CaveIShelf01.nif,dungeons/caves/ice/clutter/caveishelf01.nif,caveishelf01
SSighPost02,000D0CCC,Architecture\Solitude\Clutter\SSighPost02.nif,architecture/solitude/clutter/ssighpost02.nif,ssighpost02
SMdCDorCon02,000D0E94,Architecture\Solitude\Interiors\SMdCDorCon02.nif,architecture/solitude/interiors/smdcdorcon02.nif,smdcdorcon02
SMdBDorInt03,000D0EA3,Architecture\Solitude\Interiors\SMdBDorInt03.nif,architecture/solitude/interiors/smdbdorint03.nif,smdbdorint03
SMdADorInt02,000D0EA4,Architecture\Solitude\Interiors\SMdADorInt02.nif,architecture/solitude/interiors/smdadorint02.nif,smdadorint02
SMdBColEndSpacer,000D0EAB,Architecture\Solitude\Interiors\SMdBColEndSpacer.nif,architecture/solitude/interiors/smdbcolendspacer.nif,smdbcolendspacer
SMDAFloConSpacer01,000D0EB0,Architecture\Solitude\Interiors\SMDAFloConSpacer01.nif,architecture/solitude/interiors/smdafloconspacer01.nif,smdafloconspacer01
SMdADorInt03,000D0EB3,Architecture\Solitude\Interiors\SMdADorInt03.nif,architecture/solitude/interiors/smdadorint03.nif,smdadorint03
SMDAFloConSpacer02,000D0EB8,Architecture\Solitude\Interiors\SMDAFloConSpacer02.nif,architecture/solitude/interiors/smdafloconspacer02.nif,smdafloconspacer02
DweFurnitureHighChair01Static,000D128C,Furniture\Dwemer\DweFurnitureHighChair01.nif,furniture/dwemer/dwefurniturehighchair01.nif,dwefurniturehighchair01
RockAnimalDenFallForestDirt,000D1608,Landscape\Rocks\RockAnimalDen01.nif,landscape/rocks/rockanimalden01.nif,rockanimalden01
WHStatueTalos02,000D1846,Architecture\Windhelm\WHStatueTalos02.nif,architecture/windhelm/whstatuetalos02.nif,whstatuetalos02
WHInnDoorWayR,000D18AD,Architecture\Windhelm\WHInnDoorWayR.nif,architecture/windhelm/whinndoorwayr.nif,whinndoorwayr
WHInnDoorWayL,000D18AE,Architecture\Windhelm\WHInnDoorWayL.nif,architecture/windhelm/whinndoorwayl.nif,whinndoorwayl
BlackreachECeiling01,000D19F8,Dungeons\Caves\Blackreach\BlackreachECeiling01.nif,dungeons/caves/blackreach/blackreacheceiling01.nif,blackreacheceiling01
BlackreachECeiling01_GlowLichen,000D19F9,Dungeons\Caves\Blackreach\BlackreachECeiling01.nif,dungeons/caves/blackreach/blackreacheceiling01.nif,blackreacheceiling01
RockCliff07Dirt01,000D1A0C,Landscape\Rocks\RockCliff07.nif,landscape/rocks/rockcliff07.nif,rockcliff07
BlackreachCrystalPileS04Dirt01,000D1A42,Clutter\Blackreach\BlackreachCrystalPileS04.nif,clutter/blackreach/blackreachcrystalpiles04.nif,blackreachcrystalpiles04
BlackreachTinyMushroom01Dirt01,000D1B0C,Clutter\Blackreach\BlackreachTinyMushroom01.nif,clutter/blackreach/blackreachtinymushroom01.nif,blackreachtinymushroom01
DirtCliffsIsland01PineForest01,000D1EC2,Landscape\DirtCliffs\DirtCliffsIsland01.nif,landscape/dirtcliffs/dirtcliffsisland01.nif,dirtcliffsisland01
DirtCliffsIsland01PineForest03,000D1EC3,Landscape\DirtCliffs\DirtCliffsIsland01.nif,landscape/dirtcliffs/dirtcliffsisland01.nif,dirtcliffsisland01
RockCliff08PineForest03,000D1EC4,Landscape\Rocks\RockCliff08.nif,landscape/rocks/rockcliff08.nif,rockcliff08
RockCliff01PineForest03,000D1EC5,Landscape\Rocks\RockCliff01.nif,landscape/rocks/rockcliff01.nif,rockcliff01
RockCliff02PineForest03,000D1EC6,Landscape\Rocks\RockCliff02.nif,landscape/rocks/rockcliff02.nif,rockcliff02
RockCliff07PineForest03,000D1EC7,Landscape\Rocks\RockCliff07.nif,landscape/rocks/rockcliff07.nif,rockcliff07
RockCliff05PineForest03,000D1EC8,Landscape\Rocks\RockCliff05.nif,landscape/rocks/rockcliff05.nif,rockcliff05
RockPileS01PineForest03,000D1EC9,Landscape\Rocks\RockPileS01.nif,landscape/rocks/rockpiles01.nif,rockpiles01
